,document_title,question_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,yes_no_answer
7529,['Metallic bonding'],['how does metallic bonding result in useful properties of metals'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7530,['Not a Love Story (2011 film)'],['not a love story movie mp4 free download'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7531,['Cerys Matthews'],"[""who sang it's cold outside with tom jones""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7532,['Cenozoic'],['the two main mammalian groups that developed during the cenozoic are'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7533,['List of polygons'],['what is the name of the shape with 100 sides'],<Th> hectogon,<Th> hecatontagon,<Th> hecatogon,<Th> hectogon,<Th> hecatontagon,<Th> hecatogon,<Th> hectogon,<Th> hecatontagon,<Th> hecatogon,<Th> hectogon,<Th> hecatontagon,<Th> hecatogon,<Th> hecatontagon,<Th> hecatogon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7534,['World Cup of Hockey'],['when does the world cup of hockey start'],the 2020,<Td> 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7535,['Latin American wars of independence'],['how did latin america gain independence from spain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7536,['Arrowhead'],['what is the unique property of an arrowhead'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7537,['Dancing on Ice'],['who were the judges on dancing on ice 2014'],and Karen Barber,. Robin Cousins,", Jason Gardiner",and Ashley Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7538,['Some Like It Hot'],['where does some like it hot take place'],of Chicago,of Chicago,to Miami,of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7539,['User Datagram Protocol'],['what is the minimum size of a udp datagram'],is 8 bytes,is 8 bytes,is 8 bytes,is 8 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7540,['Wind of Change (Scorpions song)'],['gorky park listening to the wind of change'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7541,['Seattle Seahawks'],['when was the last time the seattle seahawks won the superbowl'],) 2013,) 2013,) 2013,) 2013,) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7542,['Yahoo! Answers'],['the bill of rights used ideas from which of the following legal documents answers.com'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7543,['Hero Fiennes-Tiffin'],['who plays young voldemort in the half blood prince'],<P> Hero Beauregard Fiennes - Tiffin,<P> Hero Beauregard Fiennes - Tiffin,<P> Hero Beauregard Fiennes - Tiffin,<P> Hero Beauregard Fiennes - Tiffin,<P> Hero Beauregard Fiennes - Tiffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7544,['Goku'],['when did goku first go super saiyan 4'],. During his epic battle with Frieza,<P> Dragon Ball GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7545,['Digestion'],['physiology of digestion in different classes of vertebrates'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7546,['Vanessa Abrams'],['what happens to vanessa at the end of gossip girl'],Vanessa received an SMS which reveals that Dan was `` Gossip Girl '',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7547,['The Good Doctor (TV series)'],['how many seasons are there for the good doctor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7548,['2018 Pro Bowl'],['who is playing halftime at the pro bowl'],<Td> Jordan Fisher,<Td> Jordan Fisher,<Td> Jordan Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7549,['Stranger Things'],['what did the cast of stranger things make'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7550,['Dancing with the Stars (U.S. season 17)'],['who did corbin dance with on dancing with the stars'],and Karina Smirnoff,and Karina Smirnoff,<Td> Karina Smirnoff,and Karina Smirnoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7551,['Greg Heffley'],['description of greg from diary of a wimpy kid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7552,['Skyline Drive'],['where does the skyline drive begin and end'],is at an intersection with U.S. Route 340 ( US 340 ) near Front Royal,is at an interchange with US 250 near Interstate 64 ( I - 64 ) in Rockfish Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7553,['2017 United States Marine Corps KC-130 crash'],['when did the military plane crash in mississippi'],"occurred around 4 P.M. on Monday , July 10 , 2017","occurred around 4 P.M. on Monday , July 10 , 2017","on Monday , July 10 , 2017",", July 10 , 2017","occurred around 4 P.M. on Monday , July 10 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7554,['Aluminum building wiring'],['when did they stop using aluminum wiring in ontario'],the mid-1970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7555,['Hot n Cold'],['katy perry hot n cold video jack nicholson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7556,['Parle-G'],['who is the girl on parle g biscuit pack'],( an illustration by Everest creative Maganlal Daiya back in the 1960s,( an illustration by Everest creative Maganlal Daiya back in the 1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7557,['West Side Story (soundtrack)'],['who sings what songs in west side story'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7558,['Speculation'],['which of the following would increase the level of planned real\u200b investment'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7559,['2018 Winter Olympics'],['who is going to host the 2018 winter olympics'],"in Pyeongchang County , South Korea","in Pyeongchang County , South Korea","in Pyeongchang County , South Korea",", South Korea","in Pyeongchang County , South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7560,['Paul Tibbets'],['who were the pilots who dropped the atomic bombs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7561,['International Yoga Day'],['write a speech on yoga on the occasion of yoga day'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7562,['Get the Party Started'],"[""i'm coming out you better get this party started""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7563,"[""List of men's footballers with 50 or more international goals""]",['who has the most goals in soccer 2018'],is Ali Daei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7564,['Beta decay'],['this type of nuclear decay effectively turns a proton into a neutron'],", beta decay",", beta decay",", beta decay",", beta decay ( β - decay )",", beta decay ( β - decay )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7565,['Great Depression'],['what event marks the beginning of the great depression'],"with the stock market crash of October 29 , 1929 ( known as Black Tuesday )","after a major fall in stock prices that began around September 4 , 1929","States after a major fall in stock prices that began around September 4 , 1929 , and became worldwide news with the stock market crash of October 29 , 1929","with the stock market crash of October 29 , 1929","after a major fall in stock prices that began around September 4 , 1929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7566,['Estuary'],['what is the main source of nutrients in an estuary'],is detritus,. The mixing of sea water and fresh water,. The mixing of sea water and fresh water,of sea water,and fresh water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7567,['United States Soccer Federation'],"[""where does the us men's national soccer team practice""]","their National Training Center at StubHub Center in Carson , California","their National Training Center at StubHub Center in Carson , California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7568,['Brisket'],['where does a brisket come from on a cow'],from the breast or lower chest,from the breast or lower chest,from the breast or lower chest,the breast or lower chest,from the breast or lower chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7569,['Sinking of Prince of Wales and Repulse'],['death of a battleship a reanalysis of the tragic loss of hms prince of wales'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7570,['To Kill a Mockingbird'],['when did to kill a mockingbird become popular'],in 1960,in 1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7571,['New York City water supply system'],['where does water come from in new york city'],<Li> The New Croton Aqueduct,<Li> The Catskill Aqueduct,<Li> The Delaware Aqueduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7572,['List of current National Football League head coaches'],['who are the oldest coaches in the nfl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7573,['Sagrada Família'],['when will the la sagrada familia be finished'],<Td> 2026 -- 2028,completed by 2026,by 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7574,"['Botton, North Yorkshire']",['the strangest village in britain botton - yorkshire - full documentary\ufeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7575,['Leo Arnaud'],['who wrote the theme song for the winter olympics'],<P> Leo Arnaud,<P> Leo Arnaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7576,"[""McDonald's Monopoly""]","[""when does mcdonald's monopoly start 2018 usa""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7577,['James Monroe Iglehart'],['who plays the genie in aladdin the musical'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7578,"[""History of the world's tallest buildings""]",['how long were the pyramids the tallest structure'],"for over 3,800 years","for over 3,800 years","for over 3,800 years","for over 3,800","for over 3,800 years , until the construction of Lincoln Cathedral in 1300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7579,['Bed size'],['what is a king size bed in centimeters'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7580,['Pir Panjal Range'],"[""which of these mountain ranges in india's longest railway tunnel constructed""]",through the Pir Panjal Range in Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7581,['Acid dissociation constant'],['the acid/base chemistry of this reaction is important. what is the definition of pka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7582,['Bennie and the Jets'],['what year did bennie and the jets come out'],in 1973,<Td> 4 February 1974,<Td> 4 February 1974,February 1974,album in 1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7583,['List of Jessie episodes'],['who plays rachel on jessie punch dumped love'],", Isabella Palmieri",", Isabella Palmieri",", Isabella Palmieri",", Isabella Palmieri",", Isabella Palmieri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7584,['Hoarders'],['how many hoarders are there in the us'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7585,['Carnival Road March'],['who win road march in trinidad and tobago'],<Td> Machel Montano,and Superblue,<Td> Machel Montano,and Superblue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7586,['Croquet'],['how many hoops are used in a game of croquet'],the eight,another six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7587,['Tinder (app)'],['what does it mean on tinder common connections'],<Li> Common Connections allows users to see whether they share a mutual Facebook friend with a match ( a first degree connection on Tinder ) or when a user and their match have two separate friends who happen to be friends with each other ( considered second degree on Tinder ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7588,['Romancing the Stone'],['who starred in the movie romancing the stone'],<Li> Michael Douglas,<Li> Kathleen Turner,<Li> Danny DeVito,<Li> Alfonso Arau,<Li> Manuel Ojeda,<Li> Michael Douglas,<Li> Kathleen Turner,<Li> Danny DeVito,<Li> Alfonso Arau,<Li> Manuel Ojeda,stars Michael Douglas,", Kathleen Turner",and Danny DeVito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7589,['Two Days Before the Day After Tomorrow'],['two days after the day after tomorrow south park'],is the eighth episode in the ninth season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7590,"[""There's a Place for Us (song)""]",['carrie underwood there is a place for us'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7591,['Right-to-work law'],['do you have to join a union in illinois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7592,['Where Do You Go To (My Lovely)?'],['where do you go to peter sarstedt lyrics'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7593,['Union budget of India'],['who present the central budget in lok sabha'],by the Finance Minister of India,by the Finance Minister of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7594,['Jupiter'],['how much greater is the average temperature on earth than the average temperature on jupiter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7595,['Amazon (company)'],['who founded amazon where is the headquarters of amazon'],by Jeff Bezos,"in Seattle , Washington",<Td> Jeff Bezos,"<Td> Seattle , Washington , U.S.",was founded by Jeff Bezos,"company based in Seattle , Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7596,['Railway platform'],['who is the longest railway station in india'],at Gorakhpur Junction,at Gorakhpur Junction,<Li> Gorakhpur railway station,at Gorakhpur Junction,at Gorakhpur Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7597,['Mount Etna'],['when was the last time mount etna exploded'],<Td> 16 March 2017,<Td> 16 March 2017,<Td> 16 March 2017,in July -- October 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7598,['Police caution'],['do i have to sign a police caution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES NONE YES NONE NONE
7599,['Exodus of Kashmiri Hindus'],['how many kashmiri pandits were killed in kashmir'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7600,['Ford F-Series'],['when did ford change the f150 body style'],in 1957,for the 2009 model year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7601,['History of Linux'],['an open-source clone of unix created in the early 1990s'],`` GNU / Linux,", Linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7602,['Imagine (John Lennon song)'],['information about the song imagine by john lennon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7603,['The Polar Express (film)'],['who played the little boy in polar express'],<Li> Daryl Sabara,<Li> Dante Pastula,<Li> Daryl Sabara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7604,['List of seas'],['list of seas in the world and their locations'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7605,"[""Pirates of the Caribbean: At World's End""]",['pirate of the caribbean end of the world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7606,['The Elephant Man (film)'],['who played the elephant man in the film'],<Li> John Hurt,<Li> John Hurt,<Li> John Hurt,<Li> John Hurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7607,['Mom (TV series)'],['who plays the mom on the tv show mom'],and Allison Janney,( Anna Faris,( Allison Janney,<Li> Allison Janney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7608,['First Nations'],['where are the first nations located in canada'],"bands spread across Canada , roughly half of which are in the provinces of Ontario and British Columbia",Canada south of the Arctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7609,['Great Red Spot'],['who discovered the great red spot on jupiter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7610,['Robinson (name)'],['what is the origin of the name robinson'],an English language patronymic surname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7611,['Cory Monteith'],['who was the guy who died in glee'],<P> Cory Allan Michael Monteith,<P> Cory Allan Michael Monteith,<P> Cory Allan Michael Monteith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7612,['Richard Keith (actor)'],['who played little ricky on i love lucy show'],<P> Keith Thibodeaux,<P> Keith Thibodeaux,<P> Keith Thibodeaux,<P> Keith Thibodeaux,<P> Keith Thibodeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7613,['The Path (TV series)'],['where does the show the path take place'],in Upstate New York,in Upstate New York,in Upstate New York,in Upstate New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7614,['Clash Royale'],['when was clash royale released in the us'],"on March 2 , 2016","on March 2 , 2016","on March 2 , 2016","on March 2 , 2016","on March 2 , 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7615,['List of Disney theatrical animated features'],['when were all the disney princess movies made'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7616,['Schadenfreude'],"[""german word for pleasure from someone else's pain""]",<P> Schadenfreude,<P> Schadenfreude,<P> Schadenfreude,<P> Schadenfreude,<P> Schadenfreude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7617,['2018 ISSF World Cup'],['who own the silver at issf shooting world cup 2018'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7618,['List of National Basketball Association single-game scoring leaders'],['who scored the most points in a game nba history'],Wilt Wilt Chamberlain,: Wilt Chamberlain,Wilt Wilt Chamberlain,: Wilt Chamberlain,Wilt Wilt Chamberlain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7619,['Taylor Swift discography'],"[""when did taylor swift's first album release""]",in 2005,": October 24 , 2006",": October 24 , 2006",": October 24 , 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7620,['List of ATP number 1 ranked singles tennis players'],['who is the no. 1 ranked tennis player in the world'],is Rafael Nadal,is Rafael Nadal,is Rafael Nadal,is Rafael Nadal,is Rafael Nadal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7621,['Panic of 1837'],['why did the panic of 1837 in the united states have an effect on texas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7622,['List of The 100 episodes'],['when does the new season on the 100 come out'],"on April 24 , 2018","on April 24 , 2018","on April 24 , 2018","on April 24 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7623,['Guantanamo Bay Naval Base'],['how does the us have a naval base in cuba'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7624,['List of Bates Motel characters'],"[""who is dylan's father in bates motel""]","been Norma 's brother , Caleb","been Norma 's brother , Caleb","been Norma 's brother , Caleb","been Norma 's brother , Caleb",<P> Caleb Calhoun ( portrayed by Kenny Johnson ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
